"num_incomes","pan_inc_chg","pan_inc_chg_pct","pan_exp_chg","pan_exp_chg_pct","pan_fi_chg","pan_ret_date_chg","pan_financial_impact","age","fin_indy","fin_indy_num","fin_indy_pct","retire_invst_num","tgt_sf_wthdrw_rt","max_retire_sup","retire_exp","whn_fin_indy_num","fin_indy_lvl","retire_age","stp_whn_fin_indy","employer","role","ft_status","pt_status","gig_status","edu_status","housing","2020_gross_inc","2020_invst_save","political_grouped","race_eth_grouped","gender_grouped","edu_grouped","rel_status_grouped","children_grouped","country_grouped","industry_grouped","total_assets","total_debts","total_expenses"
1,"Increased",0.15,"Decreased",0.15,"Increase","Become sooner","Positive",26,0,550000,52,550000,4,10000,16000,0,NA,31,"Partially","Private corporation","Skilled Laborer / Skilled Trade",NA,"For an Organization (Employed)","For Myself (Self-Employed)","Not a student","Live with family or friends",45500,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Other Services",283200,0,3090
1,"Increased",0.45,"Decreased",0.25,"No change","Become sooner","Positive",26,0,2e+06,23,3e+06,3.5,NA,1e+05,0,NA,36,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",240000,130000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",612000,0,97425
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,1500000,47.8,1500000,3.5,4000,30000,0,NA,36,"Yes","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",190000,80000,"Other","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",1170000,155000,33000
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,0,1750000,1,1750000,3.25,25000,54000,0,NA,56,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",135000,400,"Other","White / Caucasian","Male","Some College or Trade School","In a Relationship","Have Children","United States","Information Technology",611957,575345,98566
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,13,2500000,4,NA,1e+05,0,NA,51,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",275000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",371000,40000,187350
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,10,2500000,3.5,0,70000,0,NA,36,"Yes","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",199000,115000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",260000,20000,79700
1,"Increased",0.15,"Decreased",0.05,"No change","No change","Positive",36,0,1e+06,21,1e+06,6,48000,60000,0,NA,56,"Partially","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)","For an Organization (Employed)",NA,"Not a student","Own",117000,18000,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Healthcare",1250000,780500,56340
1,"Increased",0.95,"Increased",0.85,"No change","Become sooner","Positive",21,0,2500000,5,2500000,4,NA,1e+05,0,NA,31,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Student","Live with family or friends",130000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Other Services",148000,26500,35350
2,"Decreased",0.05,"Stayed the same",0,"No change","No change","Neutral",31,0,2e+06,75,3e+06,3,NA,75000,0,NA,36,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",375000,2e+05,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",1622000,92000,105000
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",31,0,2e+06,10,2500000,4,NA,1e+05,0,NA,46,"Partially","Public corporation","Program Staff","For an Organization (Employed)",NA,NA,"Not a student","Own",145000,27000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Manufacturing",565000,295500,94400
1,"Decreased",0.05,"Decreased",0.75,"Increase","No change","Neutral",36,1,NA,NA,NA,NA,NA,NA,2e+06,"FI",41,"No","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",650000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",2430000,0,69000
1,"Increased",0.25,"Decreased",0.25,"No change","Become sooner","Positive",26,0,5e+05,28,750000,3,40000,25000,0,NA,31,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)","For Myself (Self-Employed)","For Myself (Self-Employed)","Not a student","Live with family or friends",55000,0,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Healthcare",217500,0,6800
1,"Stayed the same",0,"Increased",0.05,"No change","No change","Neutral",26,0,2e+06,30,2e+06,3.5,0,70000,0,NA,36,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",307000,1e+05,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship",NA,"United States","Information Technology",1089567,292600,168420
2,"Increased",0.05,"Decreased",0.05,"No change","No change","Neutral",31,0,5500000,23,6e+06,3,40000,150000,0,NA,46,"Undecided","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",525000,250000,"Democrat",NA,"Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Financial Services",1335000,0,290200
1,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",26,0,2e+06,20,2500000,4,25000,60000,0,NA,51,"No","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",85000,35000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",478000,120000,33000
1,"Stayed the same",0.05,"Stayed the same",0,"No change","Become sooner","Positive",26,0,NA,NA,NA,NA,50000,NA,0,NA,66,"Undecided","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",55000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",28500,6000,80604
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",41,0,1200000,50,1200000,3.7,12000,45000,0,NA,46,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Other",0,0,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Other Services",610000,0,1500
1,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",26,0,8e+05,30,8e+05,4,NA,20000,0,NA,31,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",105000,0,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",212000,300,17000
2,"Increased",0.05,"Increased",0.15,"No change","No change","Neutral",41,0,2500000,50,4500000,4,50000,150000,0,NA,61,"No","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Own",229000,80000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",1616000,236000,104000
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",46,1,NA,NA,NA,NA,NA,NA,3e+06,"FI",51,"Yes","Nonprofit corporation","Professional (licensed / certificated)",NA,"For an Organization (Employed)",NA,"Not a student","Own",130000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Healthcare",8730000,0,32000
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",26,0,5e+05,29,7e+05,4,20000,30000,0,NA,36,"Undecided","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Rent",75000,30000,"Libertarian Party","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",151000,0,43900
1,"Increased",0.15,"Decreased",0.15,"No change","No change","Positive",26,0,1e+07,4,1e+07,3,0,3e+05,0,NA,51,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Student","Rent",170000,80000,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",4e+05,0,120700
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",26,0,1250000,1,1250000,4,50000,40000,0,NA,51,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",55000,12000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",19000,15000,40650
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,1666667,37,1666667,3,37000,50000,0,NA,36,"Yes","Public agency","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",322000,2e+05,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Public Administration (Civilian Government)",1227300,0,124250
1,"Increased",0.05,"Stayed the same",0,"No change","No change","Positive",26,0,NA,NA,NA,4,NA,42000,0,NA,56,"Undecided","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",45700,12000,"Democrat","Black or African American","Male","Some College or Trade School","Singles","No Children","United States","Professional & Business Services",23300,0,28117
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,8,2500000,3.5,87000,70000,0,NA,46,"Undecided","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",145000,60000,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",203000,0,61660
1,"Stayed the same",0,"Decreased",0.75,"No change","Become sooner","Positive",26,0,2e+06,25,2500000,3.5,0,80000,0,NA,41,"Undecided","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",195000,4000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",555000,0,4900
1,"Stayed the same",0,"Increased",0.05,"Increase","Become later","Negative",31,0,625000,66,8e+05,4,30000,24000,0,NA,36,"No","Private corporation","Program Staff","For an Organization (Employed)","For an Organization (Employed)","For Myself (Self-Employed)","Not a student","Own",110000,60000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Public Administration (Civilian Government)",634200,30000,36300
1,"Decreased",0.15,"Decreased",0.05,"No change","Become sooner","Positive",31,0,1500000,23,1500000,4,18000,60000,0,NA,36,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",194013,103433,"Other",NA,"Male","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",344601,0,94844
1,"Increased",0.15,"Decreased",0.75,"Increase","No change","Positive",36,1,NA,NA,NA,NA,NA,NA,913125,"LeanFI",NA,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",350000,0,"Other","Asian or Pacific Islander","Male","Doctorate or Master's Degree","Singles",NA,"United States","Information Technology",1878000,1500,115630
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,1,NA,NA,NA,NA,NA,NA,750000,"FI",31,"Partially","Public corporation","Professional (non-licensed, certified)",NA,NA,NA,"Not a student","Rent",160000,1e+05,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",820000,0,60000
2,"Stayed the same",0,"Decreased",0.15,"Increase","Become sooner","Positive",31,0,1500000,55,2e+06,3.5,5000,50000,0,NA,NA,"No","Self-employed","Customer Service",NA,NA,NA,"Student","Rent",160000,140000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",762000,7e-04,91900.0002
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",36,0,2e+06,25,3e+06,3.5,40000,1e+05,0,NA,56,"Undecided","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Own",204000,15000,"Republican","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Healthcare",830000,250000,92075
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,0,2e+06,20,2e+06,4,36000,80000,0,NA,56,"Yes","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",140000,3000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Other Services",775000,320000,59000
1,"Stayed the same",0,"Decreased",0.05,"Increase","Become later","Positive",26,0,2500000,10,4e+06,3.5,NA,87500,0,NA,51,"Yes","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",198516,76664,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",265920,2079,91531.18
2,"Stayed the same",0,"Decreased",0.25,"No change","No change","Positive",31,0,NA,NA,NA,NA,NA,40000,0,NA,NA,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",212000,133000,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",412000,0,88400
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",26,0,1200000,15,1500000,3.25,15000,40000,0,NA,41,"Yes","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",115000,61500,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Manufacturing",162000,15500,66700
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",26,0,1750000,1.8,2500000,4,30000,85000,0,NA,46,"Partially","Public agency","Consultant","For an Organization (Employed)",NA,NA,"Student","Live with family or friends",18000,6000,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Other Services",42000,300,14200
1,"Increased",0.65,"Increased",0.45,"No change","No change","Positive",21,0,1e+06,5,2e+06,3.5,1e+05,80000,0,NA,56,"Yes","Private corporation","Customer Service",NA,"For an Organization (Employed)",NA,"Student","Rent",6500,0,"Democrat","White / Caucasian","Male","Some College or Trade School","Singles","No Children","United States","Education",6900,0,9200
1,"Increased",0.15,"Stayed the same",0,"Increase","No change","Negative",26,0,NA,NA,NA,NA,120000,70000,0,NA,41,"Partially","Public agency","Professional (licensed / certificated)",NA,"For an Organization (Employed)","For Myself (Self-Employed)","Student","Rent",50000,0,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",0,12000,39750
1,"Stayed the same",0.05,"Decreased",0.25,"No change","No change","Positive",26,0,2e+06,7,3e+06,4,1e+05,75000,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",130000,18000,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",229000,0,72000
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",26,0,8e+05,27,2200000,5,0,36000,0,NA,36,"Yes","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",53000,0,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",223000,500,13780
2,"Decreased",0.05,"Stayed the same",0,"No change","No change","Neutral",46,0,3e+06,43,5e+06,3,48000,80000,0,NA,56,"No","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",230000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Manufacturing",1438500,0,21000
1,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",41,0,1500000,75,1500000,3.5,95000,30000,0,NA,41,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",220000,0,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",1550000,275000,57000
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,1800000,3,1800000,3.5,80000,80000,0,NA,41,"Undecided","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",75000,25000,"Other","White / Caucasian","Non-Binary","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",410000,354000,14900
2,"Increased",0.05,"Stayed the same",0,"No change","No change","Positive",36,0,1929000,23,1929000,4,5400,65000,0,NA,61,"Undecided","Self-employed","Consultant","For Myself (Self-Employed)",NA,NA,"Not a student","Own",195000,10800,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Professional & Business Services",705632,204000,142100
1,"Decreased",0.95,"Decreased",0.05,"No change","No change","Neutral",31,0,1250000,40,1250000,3,1200,40000,0,NA,46,"Partially","Private corporation","Skilled Laborer / Skilled Trade",NA,NA,NA,"Not a student","Rent",105000,50000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Manufacturing",495000,0,36000
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,0,2e+06,7.5,2e+06,4,80000,75000,0,NA,56,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Own",165000,30000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",487000,270000,102000
2,"Increased",0.15,"Decreased",0.25,"Increase","Become sooner","Positive",26,0,1500000,12,3e+06,4.5,15000,60000,0,NA,46,"Undecided","Self-employed","Administrative staff","For Myself (Self-Employed)",NA,NA,"Not a student","Rent",0,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",110000,0,0
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",36,0,3500000,70,5e+06,3,NA,1e+05,0,NA,51,"Yes","Public corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Own",260000,110000,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",2660000,135000,150000
2,"Stayed the same",0,"Decreased",0.15,"Increase","No change","Positive",41,0,3e+06,20,3e+06,4,5000,1e+05,0,NA,56,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",198000,28000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Professional & Business Services",1242000,408000,58950
1,"Stayed the same",0,"Decreased",0.15,"Increase","No change","Positive",41,0,1500000,27,1500000,4,20000,60000,0,NA,56,"Yes","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",88823,28000,"Libertarian Party","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Professional & Business Services",634100,170000,60215
1,"Decreased",0.05,"Decreased",0.05,"No change","No change","Neutral",36,0,1e+06,50,2e+06,3.5,6000,80000,0,NA,41,"Partially","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",130000,90000,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","Singles","No Children","United States","Healthcare",818000,0,56400
0,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",21,0,1500000,10,150000,3.5,10000,40000,0,NA,41,"Yes","Nonprofit corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Student","Rent",90000,0,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",140000,0,18600
2,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",26,0,2e+06,3,3e+06,4,0,80000,0,NA,51,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Student","Rent",130000,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",76000,33000,72528
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,1250000,10,1100000,3.85,18000,40000,0,NA,56,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",85000,25000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",437500,210000,44210
1,"Stayed the same",0,"Decreased",0.25,"No change","No change","Positive",26,0,9e+05,9,1250000,3,0,30000,0,NA,51,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",76000,37000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Manufacturing",110410,0,38560
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,1,NA,NA,NA,NA,NA,NA,5e+06,"FI",NA,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",350000,126000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Information Technology",8557000,750000,186600
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",31,0,5e+06,25,4e+06,3,30000,125000,0,NA,51,"Yes","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",298000,120000,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",1330000,128000,158550
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"Undecided","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",150000,0,"Democrat","White / Caucasian","Non-Binary","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",170000,0,8900
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,10,2500000,4,6000,1e+05,0,NA,46,"Yes","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",110000,70000,"Other","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Manufacturing",270000,0,48100
1,"Decreased",0.15,"Increased",0.15,"No change","No change","Negative",51,0,2500000,56,2500000,3,66000,60000,0,NA,56,"Undecided","Private corporation","Management - Middle / Lower",NA,NA,NA,"Student","Own",167000,63000,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",1456000,34000,40220
2,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",41,0,4e+06,30,5e+06,3.25,4e+05,150000,0,NA,56,"Yes","Public agency","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",294000,97000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Public Administration (Civilian Government)",1760500,296000,174200
1,"Stayed the same",0,"Decreased",0.35,"No change","No change","Positive",21,0,8e+06,0,8e+06,3.5,NA,250000,0,NA,51,"Yes","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",37000,0,"Other","Asian or Pacific Islander","Male","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",7000,0,23000
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",36,0,1e+06,45,1e+06,4.5,10000,40000,0,NA,41,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",115000,0,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",580000,138000,30000
1,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",31,1,NA,NA,NA,NA,NA,NA,1e+06,"FI",36,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",150000,1,"Republican","Hispanic or Latino","Male","Doctorate or Master's Degree","Singles","No Children","United States","Other Services",1099000,4,38301
1,"Decreased",0.15,"Decreased",0.15,"No change","No change","Neutral",26,0,NA,NA,NA,NA,NA,NA,0,NA,51,"Undecided","Public corporation","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Rent",50000,10000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",0,0,30540
1,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",56,1,NA,NA,NA,NA,NA,NA,5e+06,"FatFI",56,"No","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",875000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Professional & Business Services",7800000,0,520100
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",26,0,2350000,NA,16,3.5,15000,75000,0,NA,36,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",290000,0,"Other","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",817000,347000,141200
2,"Stayed the same",0.05,"Increased",0.05,"No change","No change","Positive",41,0,2e+06,45,3e+06,4,55000,1e+05,0,NA,51,"Partially","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",225000,80000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Financial Services",2040700,728000,124995
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,1700000,20,3e+06,3,NA,NA,0,NA,46,"Partially","Public corporation","Program Staff","For an Organization (Employed)",NA,"For an Organization (Employed)","Not a student","Rent",215082,101450,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",319246,5970,102869
1,"Stayed the same",0,"Decreased",0.15,"Increase","Become sooner","Positive",41,0,1200000,53,1500000,3.5,20000,45000,0,NA,46,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",185000,80000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","Singles",NA,"United States","Information Technology",863000,2000,85560
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",26,0,1e+06,10,1e+06,4,50000,40000,0,NA,46,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",80000,25000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Other Services",110000,13200,55000
1,"Stayed the same",0,"Decreased",0.75,"No change","Become sooner","Positive",26,0,1e+06,19,2e+06,3.5,NA,50000,0,NA,46,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",112000,59000,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",189500,0,53200
1,"Stayed the same",0,"Decreased",0.45,"No change","No change","Positive",26,1,NA,NA,NA,NA,NA,NA,0,"Barista / Coast FI",61,"Partially","Nonprofit corporation","Administrative staff","For an Organization (Employed)","For Myself (Self-Employed)",NA,"Not a student","Rent",68000,0,"Other",NA,"Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Education",2e+05,0,13860
